6/17/2020 "Amend Ordinance S-45820 Adopting the 2019-20 Capital Funds Budget (Ordinance S-46740)" welfare
6/17/2020 "Maricopa County Animal Care & Control" welfare
6/17/2020 "ABB Variable Frequency Drives Supply, Installation, Maintenance and Repair Services - Contract Recommendation (Ordinance S-46739)" infrastructure
6/17/2020 "City of Scottsdale" infrastructure
6/17/2020 "EPCOR Water USA, Inc." infrastructure
6/17/2020 "Protective Footwear Contract (Ordinance S-46738)" government
6/17/2020 "Veolia North America, Inc., doing business as Veolia Water North America Operating Services, LLC" infrastructure
6/17/2020 "Authorization to Enter into Contract with Greater Phoenix Economic Council (Ordinance S-46737)" infrastructure
6/17/2020 "Heating, Ventilation and Air Conditioning Filter Supply, Installation and Maintenance Services - Contract Recommendation (Ordinance S-46736)" infrastructure
6/17/2020 "Reflective Bike Lane Green Thermoplastic Pavement Markings - Requirements Contract (Ordinance S-46735)" infrastructure
6/17/2020 "Acceptance of Easements for Drainage Purposes (Ordinance S-46734)" welfare
6/17/2020 "Arizona Blue Stake, Inc., doing business as Arizona 811" economy
6/17/2020 "Digital Library Reserve Access Agreement - Requirements Contract EXC 20-082 (Ordinance S-46733)" environment
6/17/2020 "Grant of Irrigation Easement to Salt River Project for Ellison Trails at Elliot Road and 55th Avenue (Ordinance S-46732)" infrastructure
6/17/2020 "Acceptance and Dedication of Deeds and Easements for Roadway, Sidewalk and Public Utility Purposes (Ordinance S-46731)" infrastructure
6/17/2020 "Vitrified Clay Pipe and Fittings Agreement (Ordinance S-46730)" infrastructure
6/17/2020 "Arizona Public Service Company" economy
6/17/2020 "Property Management Services at Foothills Village Public Housing Community (Ordinance S-46729)" welfare
6/17/2020 "Fiscal Year 2020-25 Public Art Plan (Ordinance S-46728)" government
6/17/2020 "Form of the Ballot for Nov. 3, 2020 Mayor and Council Election (Ordinance S-46727)" infrastructure
6/17/2020 "Authorization to Amend Intergovernmental Agreement and Accept COVID-19 Related Emergency Assistance Funding from Arizona Department of Economic Security (Ordinance S-46726)" welfare
6/17/2020 "Water Purification Systems Service and Parts for Laboratory and Humidification System and Equipment - Contract Recommendation (Ordinance S-46725)" infrastructure
6/17/2020 "Request Authorization to Enter into Contract for Property Management Services at 2120 N. Central Ave. (Ordinance S-46724)" infrastructure
6/17/2020 "Zone 3D and 4A Improvements Program: Water Transmission Main - Construction Manager at Risk Construction Services with Sundt Construction, Inc. and Kiewit Infrastructure West Co. - WS85500442 (Ordinance S-46723)" infrastructure
6/17/2020 "Acceptance of Easements for Drainage Purposes (Ordinance S-46722)" welfare
6/17/2020 "Maricopa County Air Quality Department" infrastructure
6/17/2020 "Maricopa County Environmental Services Department" welfare
6/17/2020 "Zone 3D and 4A Improvements Program: Remote Facilities Booster Pump Stations - Construction Manager at Risk Construction Services with Hunter Contracting Co. and McCarthy Building Companies, Inc. - WS85100046, WS85110005 and WS85100053 (Ordinance S-46721)" infrastructure
6/17/2020 "Acquisition of Real Property for Roadway Improvements at Northeast Corner of Harrison Street and 35th Avenue (Ordinance S-46720)" infrastructure
6/17/2020 "Acquisition of a Temporary Construction Easement for Roadway Drainage Improvements Along Shangri La Road, West of 15th Street (Ordinance S-46719)" infrastructure
6/17/2020 "Zone 3D and 4A Improvements Program: Water Treatment Plant Booster Pump Stations - Construction Manager at Risk Construction Services - WS85100047 and WS85110008 (Ordinance S-46718)" infrastructure
6/17/2020 "Authorization to Complete Land Exchange with Roosevelt Irrigation District for Traffic Signal Upgrades at 75th Avenue and Van Buren Street (Ordinance S-46717)" infrastructure
6/17/2020 "Adoption of the Final 2020-21 Reappropriated Funds Budget (Ordinance S-46716)" infrastructure
6/17/2020 "Adoption of the Final 2020-21 Operating Funds Budget (Ordinance S-46715)" infrastructure
6/17/2020 "Convening of Special Meeting of the City Council" government
6/17/2020 "Public Hearing on Proposed Property Tax Levy, Truth in Taxation and Adoption of the Final 2020-21 Annual Budget" economy
6/17/2020 "Amend Ordinance S-45785 Adopting the 2019-20 Annual Budget for Operating Funds (Ordinance S-46714)" welfare
6/17/2020 "Update on City's Response Efforts to COVID-19" welfare
6/16/2020 "Affordable Housing Strategy" welfare
6/16/2020 "City Update on COVID-19 and the Coronavirus Aid, Relief and Economic Security Act" welfare
"Not Available" "For Transmittal, Minutes of the Policy Session Meeting on April 30, 2020" infrastructure
"Not Available" "For Transmittal, Minutes of the Policy Session Meeting on April 28, 2020" infrastructure
"Not Available" "Mayor and Council Appointments to Boards and Commissions" government
"Not Available" "Authorization to Adopt Update to Annual Pension Funding Policy Per State Law A.R.S. 38-863.01 (Ordinance S-46748)" welfare
6/8/2020 "Reconsideration of Item 44 from the June 3, 2020 Formal Council Meeting - Adoption of the Tentative 2020-21 Annual Budget (Ordinance S-46650)" government
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Public Hearing - Biennial Certified Audit of Land Use Assumptions, Infrastructure Improvement Plan and Development Fees" infrastructure
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Amend City Code - Ordinance Adoption - Rezoning Application Z-60-19-4 - Northwest Corner of 15th Avenue and Indian School Road (Ordinance G-6705)" welfare
6/8/2020 "(CONTINUED FROM JUNE 3, MAY 6 AND 20, 2020) - Water Remote Facilities General Construction - Job Order Contracting Services - 4108JOC173 (Ordinance S-46551)" infrastructure
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Phoenix Sky Harbor International Airport Concessionaire Financial Relief (Ordinance S-46708)" welfare
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Request Authorization to Enter into Contracts with LISC Phoenix and Local First Arizona Foundation (Ordinance S-46712)" infrastructure
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Request Authorization to Enter into Contracts with the Arizona Community Foundation and International Rescue Committee for COVID-19 Microbusiness Grant Funds and Technical Assistance (Ordinance S-46710)" welfare
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Additional Federal HOME Investment Partnerships Program Funding for Stepping Stone Phase III (Ordinance S-46673)" welfare
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Public Hearing and Resolution Adopting Legal Findings to Recertify and Update the Downtown Redevelopment Area Boundaries (Resolution 21832)" infrastructure
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Adoption of the Tentative 2020-21 Reappropriated Funds Budget (Ordinance S-46651)" infrastructure
6/8/2020 "(CONTINUED FROM JUNE 3, 2020) - Adoption of the Tentative 2020-21 Capital Funds Budget (Ordinance S-46700)" welfare
"Not Available" "Head Start Birth to Five Monthly Report - April 2020" welfare
6/9/2020 "Assisting Seniors, Eviction Prevention Programs and Heat Relief Efforts" welfare
6/8/2020 "Request for Reconsideration of Item 44 from the June 3, 2020 Formal Council Meeting" government
"Not Available" "Community Budget Questions May 20 - May 29, 2020" infrastructure
3/11/2020 "Authorization to Enter into an Agreement with the U.S. Department of Justice, through the U.S. Attorney's Office, District of Arizona, the Federal Bureau of Investigation, the Department of Homeland Security, the U.S. Immigration and Customs Enforcement Homeland Security Investigations and the International Rescue Committee" "foreign policy"
3/11/2020 "Authorization to Purchase Specialized Rifles for the Airport Bureau" infrastructure
3/11/2020 "Arizona Project Safe Neighborhoods Program Grant" welfare
3/11/2020 "Authorization to Amend Current Agreement and Payment Ordinance with the Arizona Criminal Justice Commission for the FY 2019 Paul Coverdell Forensic Science Improvement Formula Grant Program" welfare
3/11/2020 "FY 2020 Community Policing Development Microgrant" infrastructure
3/4/2020 "Results of Fare Collection System Request for Proposals" infrastructure
3/4/2020 "Results of Bus Operations Control Center and Data Collection Services Request for Proposals" infrastructure
3/4/2020 "Enter into Agreement with RPTA for Regional Fare Collection System Upgrade Project Funding" welfare
3/4/2020 "Funding Agreement, Regional Transit Communications Project (Capital Project) - Contract Amendment 1" infrastructure
"Not Available" "Procurement Methods for Goods and Services" economy
3/4/2020 "Apply for and Accept Funds and Enter into Intergovernmental Agreements with the Flood Control District of Maricopa County for the Paradise Ridge Flood Control Project Under the Capital Improvement Projects Prioritization Process" welfare
3/4/2020 "Authorization to Enter into an Intergovernmental Agreement with the Arizona State Land Department for the Paradise Ridge Flood Control Project" infrastructure
"Not Available" "Wrong-Way Driving Update" law
2/12/2020 "Authorization to Enter into an Agreement with the Milwaukee Brewers Baseball Club" "foreign policy"
"Not Available" "Jaywalking, Median Safety and Signage" infrastructure
2/12/2020 "Authorization to Amend Current Agreement and Payment Ordinance with the Governor's Office of Highway Safety for the FY 2020 Traffic Services Grant" welfare
2/12/2020 "Authorization to Enter into an Agreement with the Maricopa County Sheriff's Office for Detention Officer Training" welfare
"Not Available" "Street Racing Update" law
2/12/2020 "2020 Homeland Security Grant Program Funds" welfare
"Not Available" "Information on Recent and Upcoming Parks and Recreation Department Projects" infrastructure
11/20/2019 "Latino Cultural Center" law
"Not Available" "Phoenix Theatre Phase II Expansion" infrastructure
"Not Available" "Maricopa County Department of Public Health Vaping Update" welfare
"Not Available" "Phoenix Regional Police Academy Update" welfare
11/20/2019 "Approval to Submit HUD Section 18 Disposition Application" "foreign policy"
11/20/2019 "Significant Amendment to the Housing Department’s Annual Agency Plan" welfare
11/6/2019 "For Approval or Correction, the Minutes of the Transportation, Infrastructure and Innovation Subcommittee Meeting on on Oct. 2, 2019" infrastructure
"Not Available" "Freeway Program Update" infrastructure
11/13/2019 "Authorization to Enter into an Agreement with La Frontera Empact Suicide Prevention Center in Support of the Justice and Mental Health Collaboration Program Grant" welfare
11/13/2019 "Authorization to Modify the Agreement with the Arizona Board of Regents on Behalf of Arizona State University Related to the Provision of Police Services and Jurisdictional Responsibilities" welfare
11/13/2019 "Authorization to Enter into an Agreement with the Arizona Board of Regents on Behalf of Arizona State University in Support of Research for the Strategies for Policing Innovation Grant" welfare
11/13/2019 "Request Authorization to Accept a Donation from Bethany Bible Church for the Phoenix Police Department Human Exploitation and Trafficking Unit" welfare
11/20/2019 "2020 State and Federal Legislative Agendas" government
11/6/2019 "Transportation 2050 Program Management Support Services Contract Amendment" infrastructure
11/6/2019 "Request Authorization to Apply for a 2019 Federal Transit Administration Transit-Oriented Development (TOD) Planning Grant for the Capitol/I-10 West Corridor" infrastructure
"Not Available" "Community Outreach for Capitol/I-10 West Light Rail Corridor and West Phoenix High Capacity Transit" infrastructure
"Not Available" "27th Avenue Corridor Update - McDowell Road to Dunlap Avenue" infrastructure
"Not Available" "Bus Rapid Transit Program Update" infrastructure
11/6/2019 "Designated Aviation Channeling Services - AVN RFP 19-026" "foreign policy"
"Not Available" "Maricopa County StandDown" infrastructure
10/2/2019 "Pedestrian Safety Improvements" infrastructure
"Not Available" "Alarm Permits and False Alarms" law
11/20/2019 "For Approval or Correction, the Minutes of the Land Use and Livability Subcommittee Meeting on Oct. 16, 2019" infrastructure
"Not Available" "Freeway Program Update" infrastructure
"Not Available" "2019 Getting Arizona Involved in Neighborhoods (G.A.I.N.)" infrastructure
10/2/2019 "For Approval or Correction, the Minutes of the Transportation, Infrastructure and Innovation Subcommittee Meeting on Sept. 4, 2019" infrastructure
10/9/2019 "Authorization to Apply for, Accept, and Enter into Agreements for 2019 Department of Homeland Security Securing the Cities Program Grant Funding" infrastructure
10/2/2019 "Northwest Extension Phase II Funding, Design and Construction Agreement Amendment" infrastructure
10/2/2019 "South Central Extension/Downtown Hub Project Funding Agreement Amendment" infrastructure
11/6/2019 "Request Authorization to Enter into an Intergovernmental Agreement with Flood Control District of Maricopa County and the City of Scottsdale for the Rawhide Wash Flood Hazard Mitigation Project Construction" infrastructure
11/6/2019 "Request Authorization to Amend Intergovernmental Agreement with Flood Control District of Maricopa County and the City of Scottsdale for the Rawhide Wash Flood Hazard Mitigation Project" infrastructure
10/2/2019 "City Code Amendment Related to Commercial Ground Transportation Trip Fees, Parking Rate Cap, and Unattended Vehicle Civil Penalties" infrastructure
9/24/2019 "For Approval or Correction, the Minutes of the Parks, Arts, Libraries and Education Subcommittee Meeting on April 24, 2019" government
"Not Available" "Water Services Department Drought Resiliency Infrastructure Program Update" infrastructure
10/2/2019 "Acquisition of Real Property for South Central Extension/Downtown Hub (SCE/DH) and Northwest Phase II (NWEII) Light Rail Extension Projects" infrastructure
10/2/2019 "Air National Guard Joint Use Agreement" infrastructure
9/25/2019 "For Approval or Correction, the Minutes of the Planning and Economic Development Subcommittee Meeting on June 4, 2019" government
"Not Available" "Inspection Testing and Maintenance Report System for Fire and Life Safety Compliance - PPA Cooperative Contract RFP No. 1406" infrastructure
9/25/2019 "Development Agreement with Legacy Sports Arena, LLC for Public Infrastructure Reimbursements" infrastructure
9/25/2019 "Fiscal Year 2019-20 Bioscience Healthcare Strategic Initiative" welfare
9/4/2019 "For Approval or Correction, the Minutes of the Water, Wastewater, Infrastructure and Sustainability Subcommittee Meeting on June 5, 2019" infrastructure
9/4/2019 "For Approval or Correction, the Minutes of the Aviation and Transportation Subcommittee Meeting on June 25, 2019" infrastructure
"Not Available" "Head Start Birth to Five Monthly Report - July 2019" government
9/4/2019 "Authorization to Apply for, Accept, and Disburse Grant Funds from the Catena Foundation" welfare
10/2/2019 "Authorization to Amend Lease to Extend Term for the Transit Center and Park-and-Ride at Metrocenter Mall" infrastructure
9/4/2019 "Phoenix Food Day and Healthfest 2019" welfare
9/4/2019 "Apprenticeship Agreements with State of Arizona" welfare
"Not Available" "Pedestrian Safety Update" law
"Not Available" "Water Services Department Capital Improvement Program Website" infrastructure
9/4/2019 "2019 Navigator Volunteer Appreciation Lunch" welfare
9/4/2019 "Amendment to Lease 140605-4 with RSW Group, LLC at Deer Valley Airport" infrastructure
9/4/2019 "Executive Hangar Lease with Salt River Project Agricultural Improvement and Power District at Phoenix Sky Harbor Airport" infrastructure
9/25/2019 "2020 Downtown Enhanced Municipal Services District Work Plan and Budget" infrastructure
"Not Available" "Head Start Birth to Five Monthly Report - June 2019" government
11/20/2019 "National Association of Housing Redevelopment Officials (NAHRO) Annual Membership" welfare
5/28/2019 "Authorization to Amend Lease to Extend Term for the Park-and-Ride at Happy Valley Road and Interstate 17" infrastructure
"Not Available" "Tentative Schedule for Evaluation and Community Outreach for Capitol/I-10 West Phase II Light Rail Extension" infrastructure
5/28/2019 "Enter into Agreement with Maricopa Association of Governments for Transit Planning" infrastructure
5/28/2019 "For Approval or Correction, the Minutes of the Aviation and Transportation Subcommittee Meeting on April 23, 2019" infrastructure
"Not Available" "Citizens Transportation Commission Meetings" infrastructure
"Not Available" "Metro, Regional Public Transportation Authority, and Maricopa Association of Governments Meetings" infrastructure
5/28/2019 "Phoenix Dial-a-Ride Quality Assurance Monitoring Program Services - RFP PTD19-004" infrastructure
5/28/2019 "Enter into Contracts for Jurisdictional Bus and Dial-a-Ride Transit Services" infrastructure
5/28/2019 "Contract Change Orders for Jurisdictional Bus Service Revenue Agreements" infrastructure
5/28/2019 "Amend Bus Service Contract with Transdev, Inc. to Fund Ongoing T2050 Bus Service Expansion" infrastructure
5/28/2019 "Enter into Annual Agreement with Valley Metro Rail for Existing Light Rail System Operating Costs" infrastructure
5/28/2019 "National Transit Database (NTD) Professional Auditing Services Contract Award - RFP PTD19-003" infrastructure
5/28/2019 "Wi-Fi Service Concession Agreement" infrastructure
5/28/2019 "Sale of Four Parcels At 4405 E. Winslow Ave." economy
9/24/2019 "Approval to Dispose of Head Start Birth to Five Fixed Assets Module" welfare
9/24/2019 "Unsolicited Development Proposal for City-Owned Property Located at 1515 E. Indian School Road" infrastructure
3/22/2017 "Preserve Trail Maintenance Contract Award" infrastructure
3/22/2017 "For Approval or Correction, the Minutes of the Parks, Arts, Education and Equality Subcommittee Meeting on Feb. 22, 2017" infrastructure
3/22/2017 "Phoenix Parks and Preserve Initiative Oversight Committee Update" infrastructure
3/22/2017 "Artist Fabrication and Installation Contract for the North 32nd Street Improvement Public Art Project" welfare
3/22/2017 "Artist Design Contract Amendment for Terminal Three Modernization North Concourse Bridge" infrastructure
3/22/2017 "107th Avenue Design Contract Amendment" infrastructure
"Not Available" "Review of Parks and Recreation Board Agenda" infrastructure
"Not Available" "Head Start Monthly Report - January" welfare
3/22/2017 "Economic Impact Analysis for Margaret T. Hance Park" welfare
"Not Available" "For Approval or Correction, the Minutes of the Parks, Arts, Education and Equality Subcommittee Meeting on Jan. 25, 2017" infrastructure
"Not Available" "Recreation Management Software - RFP PKS16-101116" environment
"Not Available" "Update On City Golf" economy
"Not Available" "Parks and Recreation Department Capital Improvement Program Update" infrastructure
"Not Available" "Review of Parks and Recreation Board Agenda" infrastructure
"Not Available" "LED Lighting in City Parks" infrastructure
"Not Available" "History of Parkland Sales" economy
"Not Available" "Approval of the Head Start Birth to Five Refunding Application" welfare
"Not Available" "Park Ranger Update" environment
"Not Available" "Approval of the 2017-2018 Head Start Birth to Five ERSEA Plans and the Selection Criteria" welfare
"Not Available" "Head Start Monthly Report - December" welfare
1/25/2017 "Expanding Read On Phoenix Programs" welfare
1/25/2017 "Arizona Community Foundation Grant Application" welfare
1/25/2017 "Golf Management System -- RFP PKS16-081516" economy
"Not Available" "Phoenix Public Library's Plan to Remodel the Children's Area at the Burton Barr Central Library" welfare
1/25/2017 "Permission for Phoenix Public Library to Apply for Library Services and Technology Act (LSTA) Funds for Robotics Parts Library" welfare
1/25/2017 "Head Start Refunding Application" welfare
1/25/2017 "Arizona Commission on the Arts FY 2017-18 Community Investment Level VI Grant Application" welfare
1/25/2017 "For Approval or Correction, the Minutes of the Parks, Arts, Education and Equality Subcommittee Meeting on Nov. 30, 2016" infrastructure
"Not Available" "2017 State and Federal Agendas" economy
11/30/2016 "Sprint 1Million Project" infrastructure
"Not Available" "Review of Parks and Recreation Board Agenda" infrastructure
"Not Available" "Phoenix Public Library Energy Zones and Active Workstations Partnership with FitPHX" welfare
"Not Available" "Artist Design Contract for Phoenix Sky Harbor International Airport Terminal Three Modernization East Atrium - Donald Lipski" infrastructure
"Not Available" "Artist Construction Contract - Arterial Canal Crossings/Trail Connection Public Art Project" infrastructure
"Not Available" "Head Start Birth to Five Program Updates" welfare
"Not Available" "Margaret T. Hance Park Development Next Steps" infrastructure
"Not Available" "For Approval or Correction, the Minutes of the Parks, Arts, Education and Equality Meeting on Oct. 18, 2016." infrastructure
"Not Available" "Head Start Monthly Report - October and November" government
"Not Available" "Head Start Monthly Report - September" welfare
"Not Available" "Native American Grave Protection and Repatriation Program Consultation/Documentation Grant" infrastructure
"Not Available" "Parkland Sale at the North End of Rose Mofford Sports Complex" welfare
"Not Available" "2017 Arizona State Parks Recreational Trails Program (RTP) Grant" infrastructure
"Not Available" "Head Start Child, Family and Program Outcomes" welfare
"Not Available" "Update on City's Response Efforts to COVID-19" welfare
"Not Available" "Enter into Contract with Battelle Memorial Institute for Personal Protective Equipment (PPE) Decontamination Services and Authorize Exceptions to Phoenix Code Section 42-18 - Indemnification and Liability Provisions (Ordinance S-46675)" law
6/3/2020 "Request Authorization to Enter into Contracts with LISC Phoenix and Local First Arizona Foundation (Ordinance S-46712)" welfare
"Not Available" "Mayor and Council Appointments to Boards and Commissions" government
6/3/2020 "Emergency Management and Public Safety Consulting (Ordinance S-46711)" law
6/3/2020 "Request Authorization to Enter into Contracts with the Arizona Community Foundation and International Rescue Committee for COVID-19 Microbusiness Grant Funds and Technical Assistance (Ordinance S-46710)" welfare
6/3/2020 "(CONTINUED FROM MAY 6 AND 20, 2020) - Water Remote Facilities General Construction - Job Order Contracting Services - 4108JOC173 (Ordinance S-46551)" infrastructure
6/3/2020 "Request Authorization to Enter Into Contracts with Arizona Food Bank Network, The Society of St. Vincent de Paul, St. Mary’s Food Bank Alliance, Salvation Army and Amend Contract 147513 with Selrico Services, Inc. (Ordinance S-46709)" welfare
6/3/2020 "Phoenix Sky Harbor International Airport Concessionaire Financial Relief (Ordinance S-46708)" welfare
6/3/2020 "Bingo License - Knights of Columbus Council #9287" welfare
6/3/2020 "Amend Pay Ordinance S-45840 in Accordance with Human Resources Committee 605 Recommendations  (Ordinance S-46707)" economy
"Not Available" "Authorization to Enter into a License Agreement with Arizona Fresh Holdings, LLC (Ordinance S-46706)" environment
6/3/2020 "Electrical Safety Training - RFQu HR 20-109 (Ordinance S-46705)" economy
6/3/2020 "Issuance of Multifamily Housing Revenue Bonds (Foothills Village Apartments Project) for Purposes of Section 147(f) of the Internal Revenue Code of 1986, as amended (Resolution 21836)" welfare
6/3/2020 "FY 2020 Paul Coverdell Forensic Science Improvement Formula Grant Program (Ordinance S-46704)" welfare
6/3/2020 "FY 2020 Prosecuting Cold Cases Using DNA Grant (Ordinance S-46703)" law
6/3/2020 "Intergovernmental Agreement with Maricopa County for Regional Emergency Operations Management and Disaster Services (Ordinance S-46702)" welfare
"Not Available" "Request to Apply for and Accept 2019 Staffing for Adequate Fire and Emergency  Response (SAFER) Grant (Ordinance S-46701)" welfare
6/3/2020 "Request to Apply for and Accept Federal Fiscal Year 2020 Assistance to Firefighters Grant Program COVID-19 Supplemental Funds (Ordinance S-46699)" welfare
"Not Available" "Amend City Code - Ordinance Adoption - Rezoning Application Z-60-19-4 - Northwest Corner of 15th Avenue and Indian School Road (Ordinance G-6705)" infrastructure
6/3/2020 "Bingo License - American Legion Pat Tillman Post #117" economy
6/3/2020 "Annual Expenditure Limitation Report Designee to Arizona Auditor General (Resolution 21834)" economy
"Not Available" "Public Hearing - Biennial Certified Audit of Land Use Assumptions, Infrastructure Improvement Plan and Development Fees" infrastructure
"Not Available" "Partial Conservation Easement Release for Temple Beth Israel - 122 E. Culver St. (Ordinance S-46698)" infrastructure
"Not Available" "Warehouse and Threatened Building Grant - Arizona Building Company House #9 - 816 S. 3rd Ave. (Ordinance S-46697)" infrastructure
6/3/2020 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-5-19--Z-50-08-5- Northeast Corner of 23rd Avenue and Royal Palm Road (Ordinance G-6704)" welfare
6/3/2020 "APS Solar Communities Program Implementation at Affordable Housing Properties (Ordinance S-46695)" welfare
6/3/2020 "Water Main Replacement Quarter Sections: 10-33, 10-24 and 2-29 - Construction Manager at Risk Preconstruction Services - WS85509026, WS85509029 and WS85509061 (Ordinance S-46694)" infrastructure
"Not Available" "Final Plat - Nirvana at Colter - 190066 - South of Colter Street East of 13th Place" infrastructure
6/3/2020 "Final Plat - 23rd Street Development - 190094 - East of 23rd Street and South of Avenida Del Sol Avenue" infrastructure
6/3/2020 "Rosson House - Heritage Square Foundation and Guild" welfare
6/3/2020 "Request to Accept CARES Act Provider Relief Funds (Ordinance S-46693)" welfare
6/3/2020 "Agreement with Arizona Department of Economic Security for Vending Machine Services (Ordinance S-46692)" law
6/3/2020 "Odor Scrubber Media Contract (Ordinance S-46691)" government
"Not Available" "Settlement of Claim(s) The Society of Mount Carmel v. City of Phoenix" law
6/3/2020 "Abandonment of Easement - V190084A - Southeast Corner of Carver Road and 55th Avenue (Resolution 21833)" infrastructure
"Not Available" "Public Hearing and Resolution Adopting Legal Findings to Recertify and Update the Downtown Redevelopment Area Boundaries (Resolution 21832)" infrastructure
6/3/2020 "Solar Star Arizona III, LLC" infrastructure
"Not Available" "City of Mesa" infrastructure
6/3/2020 "City of Glendale" infrastructure
6/3/2020 "City of Glendale" infrastructure
6/3/2020 "Van Winkle Aviation, LLC." infrastructure
6/3/2020 "Closed Circuit Television Expansion - Design-Bid-Build Services - ST89360025 (Ordinance S-46690)" infrastructure
6/3/2020 "Authorization to Enter Into Agreement with Enel X North America, Inc. and Enroll in Salt River Project Business Demand Program (Ordinance S-46689)" infrastructure
6/3/2020 "Fire Department Health Services Agreements (Ordinance S-46688)" welfare
6/3/2020 "Intergovernmental Agreement with City of Scottsdale - Reciprocal Emergency Backup Water Service - Amendment 3 (Ordinance S-46687)" infrastructure
6/3/2020 "Criminal Case Management System - Requirements Contract - RFP 19-118 (Ordinance S-46686)" law
6/3/2020 "Request Authorization to Amend Contract with Area Agency on Aging, Region One Due to COVID-19 Pandemic (Ordinance S-46685)" welfare
6/3/2020 "Purchase of Vacuum Excavator (Ordinance S-46684)" economy
6/3/2020 "Stock Enterprises, LLC" economy
6/3/2020 "Arizona Parks and Recreation Association" infrastructure
6/3/2020 "Zero Point Incorporated" informal
6/3/2020 "Val Vista Transmission Main Rehabilitation 2018 - Construction Administration and Inspection Services - WS85500438 (Ordinance S-46683)" infrastructure
6/3/2020 "Authorization to Amend Contract with Teaching Strategies, LLC (Ordinance S-46682)" welfare
6/3/2020 "Calcium Hypochlorite Contract (Ordinance S-46681)" "foreign policy"
6/3/2020 "Salt River Project Land Use License - Grand Canal Pathway Westwood - ST87600126 (Ordinance S-46680)" infrastructure
6/3/2020 "Cost Participation Agreement for Post-Design Construction Observation and Oversight Services with Roosevelt Irrigation District - ST85100341 (Ordinance S-46679)" infrastructure
6/3/2020 "Centrifuge Equipment Maintenance Contract - Amendment 1 (Ordinance S-46678)" infrastructure
6/3/2020 "Acquisition of Real Property for the 43rd Avenue Roadway Widening Project, North of Old West Trail (Ordinance S-46676)" infrastructure
6/3/2020 "Public Hearing - Amend City Code and Ordinance Adoption - Off-Premise Signs for Schools Text Amendment - Z-TA-1-19 (Ordinance G-6703)" welfare
6/3/2020 "Final Plat - The Willo Residences Subdivision - 190087 - 2650 N. 1st Ave." welfare
6/3/2020 "Final Plat - Stetson Village Two - 190114 - West of 35th Avenue and North of Happy Valley Road" government
6/3/2020 "Final Plat - Sunland Ranch - 190060 - East of 13th Avenue and North of Southern Avenue" environment
6/3/2020 "Varsity Brands Holding Company Inc. dba BSN Sports, LLC" economy
6/3/2020 "Variable Frequency Drives Contracts (Ordinance S-46674)" infrastructure
6/3/2020 "Salt River Project Agricultural Improvement and Power District dba SRP" infrastructure
6/3/2020 "Additional Federal HOME Investment Partnerships Program Funding for Stepping Stone Phase III (Ordinance S-46673)" welfare
6/3/2020 "Final Plat - Lot 1 Banyan Washington Apartments - 200513 - East of Loop 202 and South of Washington Street" infrastructure
6/3/2020 "Final Plat - Tracts L, M & Lots 71-73 of Tierra Montana, Phase 1, Parcel 17 - 190112 - Southeast Corner of Farmhand Drive and 55th Avenue" environment
6/3/2020 "Mayor and Council Election to be Held on Nov. 3, 2020, Conducted by Maricopa County (Ordinance S-46672)" infrastructure
6/3/2020 "Siemens Non-Contact Level Meters Contract (Ordinance S-46671)" economy
6/3/2020 "Federal Aviation Administration Reimbursable Agreement Amendment for Additional Design and Construction Plan Review and Temporary Relocation of Communication Frequencies (Ordinance S-46670)" infrastructure
6/3/2020 "Tenant Background Screening Services Contract Amendment (Ordinance S-46669)" government
6/3/2020 "Dunlap & Magee Property Management" economy
6/3/2020 "Acceptance and Dedication of Easements for Public Utility Purposes (Ordinance S-46668)" infrastructure
6/3/2020 "Ski-Pro Inc." economy
6/3/2020 "Sprint, Inc." infrastructure
6/3/2020 "Cox Communications" government
6/3/2020 "CenturyLink, Inc. dba CenturyLink" infrastructure
6/3/2020 "Zayo Group Holdings, Inc. doing business as Allstream Business US, LLC" economy
6/3/2020 "Maintenance and Supply Services for Ferrous Chloride Modular Storage and Dosing Systems (Ordinance S-46667)" infrastructure
6/3/2020 "Supply of Sodium Chlorite 25% Solution - Invitation for Bids (Ordinance S-46666)" infrastructure
6/3/2020 "Fort McDowell Yavapai Nation Gaming Grants (Ordinance S-46665)" infrastructure
6/3/2020 "Springshare, LLC" infrastructure
6/3/2020 "Oregon Health Authority, Public Health, Financial Services" welfare
6/3/2020 "HVAC Maintenance and Repair Services for Water Services Department (Ordinance S-46664)" infrastructure
6/3/2020 "Fiscal Year 2020-21 Neighborhood Services Department Neighborhood Economic Development Programs (Ordinance S-46663)" welfare
6/3/2020 "Phoenix Newspapers, Inc., doing business as Republic Media, The Arizona Republic, AZ Business Gazette" government
